customer_id,gender,senior_citizen,tenure_months,contract_type,internet_service,payment_method,dependents,partner,tech_support,monthly_charges,total_charges,city,region,churn
C00245,Female,0,42,Month-to-month,Fiber optic,Electronic check,No,No,Yes,78.17,3299.01,Austin,US-East,No
C00246,Female,0,26,Month-to-month,Fiber optic,Electronic check,No,Yes,No,62.55,1627.75,Phoenix,US-South,Yes
C00247,Female,0,21,One year,None,Mailed check,No,No,No,23.49,497.88,Orlando,US-East,No
C00248,Male,1,15,One year,Fiber optic,Bank transfer,Yes,Yes,No,64.6,976.17,Miami,US-North,No
C00249,Female,0,10,One year,Fiber optic,Electronic check,No,No,Yes,74.54,768.03,Miami,US-West,No
C00250,Female,0,1,Two year,DSL,Electronic check,No,Yes,Yes,54.0,42.74,Chicago,US-East,No
C00251,Female,0,29,Two year,Fiber optic,Credit card,Yes,Yes,No,66.13,1943.11,Phoenix,US-South,No
C00252,Female,0,21,Month-to-month,DSL,Mailed check,No,Yes,Yes,57.64,1231.02,Denver,US-North,No
C00253,Male,0,35,Month-to-month,DSL,Electronic check,No,Yes,No,51.48,1809.92,Orlando,US-North,Yes
C00254,Male,0,47,Month-to-month,Fiber optic,Electronic check,No,No,No,72.32,3420.43,Chicago,US-North,Yes
C00255,Female,0,46,Two year,Fiber optic,Electronic check,No,No,Yes,74.68,3440.93,Chicago,US-South,No
C00256,Male,1,24,Two year,Fiber optic,Credit card,No,Yes,Yes,76.22,1843.15,Seattle,US-West,Yes
C00257,Male,0,39,One year,DSL,Electronic check,No,No,No,45.05,1749.23,Miami,US-West,No
C00258,Male,0,19,One year,Fiber optic,Electronic check,No,No,No,68.46,1329.46,Phoenix,US-South,No
C00259,Female,0,29,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,78.6,2276.41,Chicago,US-North,Yes
C00260,Male,0,19,Month-to-month,Fiber optic,Bank transfer,No,No,No,70.28,1332.71,Boston,US-West,Yes
C00261,Male,0,22,One year,DSL,Electronic check,No,Yes,Yes,48.77,1082.62,Boston,US-East,No
C00262,Female,0,18,Month-to-month,DSL,Bank transfer,Yes,Yes,No,50.69,935.18,Chicago,US-West,Yes
C00263,Female,1,20,One year,Fiber optic,Mailed check,Yes,Yes,No,72.17,1431.41,Seattle,US-North,Yes
C00264,Female,0,15,One year,DSL,Bank transfer,No,Yes,Yes,57.35,855.99,Orlando,US-East,Yes
C00265,Female,1,34,One year,DSL,Electronic check,Yes,No,No,45.0,1524.59,Austin,US-West,Yes
C00266,Male,0,35,One year,Fiber optic,Bank transfer,No,Yes,No,63.53,2220.93,Chicago,US-East,Yes
C00267,Male,0,8,Month-to-month,None,Mailed check,No,Yes,No,26.03,205.92,Miami,US-South,No
C00268,Male,0,24,Month-to-month,Fiber optic,Electronic check,No,No,No,66.4,1601.64,Seattle,US-East,No
C00269,Female,1,5,Month-to-month,Fiber optic,Electronic check,No,No,No,67.0,335.38,Boston,US-South,Yes
C00270,Female,0,52,Month-to-month,DSL,Electronic check,No,No,No,50.51,2620.57,Orlando,US-East,No
C00271,Male,0,22,One year,DSL,Credit card,Yes,Yes,Yes,54.95,1238.52,Miami,US-South,No
C00272,Female,0,23,Month-to-month,DSL,Bank transfer,No,No,Yes,57.73,1334.66,Phoenix,US-West,Yes
C00273,Female,1,45,Month-to-month,Fiber optic,Electronic check,No,No,No,64.12,2882.92,Boston,US-North,No
C00274,Male,0,18,One year,Fiber optic,Electronic check,Yes,No,Yes,68.1,1248.16,Chicago,US-East,No
C00275,Male,1,17,Month-to-month,DSL,Mailed check,No,No,Yes,50.68,887.32,Austin,US-East,Yes
C00276,Male,1,21,Month-to-month,DSL,Mailed check,No,No,No,48.27,1031.03,Denver,US-North,No
C00277,Male,0,1,Month-to-month,Fiber optic,Credit card,No,No,No,71.78,57.0,Seattle,US-East,Yes
C00278,Male,0,26,Two year,DSL,Electronic check,Yes,Yes,No,44.42,1170.15,Boston,US-West,No
C00279,Male,0,42,Month-to-month,None,Bank transfer,Yes,No,Yes,28.63,1192.22,Boston,US-East,No
C00280,Male,1,24,Month-to-month,DSL,Credit card,No,No,No,42.85,1015.84,Orlando,US-North,No
C00281,Female,0,14,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,69.39,1000.71,Austin,US-West,No
C00282,Male,0,18,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,51.25,929.74,Phoenix,US-South,No
C00283,Male,0,39,One year,Fiber optic,Electronic check,No,No,No,64.32,2527.62,Austin,US-East,No
C00284,Male,0,26,Month-to-month,DSL,Bank transfer,No,No,Yes,58.37,1522.5,Orlando,US-West,No
C00285,Female,0,16,Month-to-month,None,Credit card,No,No,No,25.26,403.83,Miami,US-North,No
C00286,Male,0,26,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,71.77,1854.59,Miami,US-West,Yes
C00287,Female,0,11,Two year,Fiber optic,Credit card,No,No,No,66.48,757.4,Austin,US-South,No
C00288,Male,0,33,Two year,Fiber optic,Electronic check,No,No,Yes,72.82,2418.97,Orlando,US-North,No
C00289,Male,0,27,One year,DSL,Credit card,No,No,Yes,48.76,1304.58,Austin,US-East,No
C00290,Male,0,20,Month-to-month,Fiber optic,Credit card,No,No,No,71.66,1459.63,Austin,US-West,Yes
C00291,Female,0,19,Two year,DSL,Mailed check,No,Yes,Yes,52.27,1013.43,Seattle,US-West,Yes
C00292,Female,0,15,Month-to-month,Fiber optic,Mailed check,Yes,No,No,69.27,1032.18,Austin,US-East,Yes
C00293,Female,0,35,Month-to-month,Fiber optic,Electronic check,No,No,Yes,73.96,2581.53,Orlando,US-West,Yes
C00294,Female,0,30,One year,DSL,Mailed check,Yes,No,No,42.33,1284.09,Boston,US-West,No
C00295,Male,0,1,Month-to-month,DSL,Bank transfer,Yes,Yes,No,43.27,48.97,Austin,US-North,No
C00296,Male,0,26,Two year,None,Electronic check,Yes,Yes,Yes,27.88,720.64,Miami,US-East,No
C00297,Male,0,25,Two year,None,Electronic check,Yes,Yes,Yes,28.74,726.47,Austin,US-East,No
C00298,Female,0,38,Two year,Fiber optic,Bank transfer,Yes,No,Yes,70.26,2684.71,Austin,US-North,No
C00299,Female,0,5,One year,None,Credit card,No,Yes,No,25.5,142.4,Phoenix,US-South,Yes
C00300,Female,0,20,Two year,DSL,Bank transfer,No,No,Yes,50.5,1021.91,Austin,US-North,No
C00301,Male,1,14,One year,Fiber optic,Electronic check,Yes,Yes,Yes,69.82,978.68,Austin,US-North,No
C00302,Female,0,53,Two year,Fiber optic,Mailed check,No,Yes,No,64.22,3433.64,Seattle,US-West,No
C00303,Male,0,12,Month-to-month,Fiber optic,Electronic check,No,Yes,No,64.84,783.52,Boston,US-South,No
C00304,Female,0,36,Month-to-month,None,Electronic check,Yes,No,No,26.75,950.56,Denver,US-East,Yes
C00305,Female,0,21,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,72.79,1550.47,Orlando,US-East,No
C00306,Female,0,37,Month-to-month,Fiber optic,Electronic check,No,Yes,No,69.76,2592.36,Chicago,US-West,Yes
C00307,Male,0,14,Month-to-month,DSL,Mailed check,No,Yes,No,44.83,649.61,Miami,US-North,No
C00308,Male,0,16,One year,Fiber optic,Electronic check,No,No,No,63.98,1051.81,Seattle,US-North,No
C00309,Male,1,25,Two year,None,Electronic check,No,Yes,No,25.44,626.74,Seattle,US-West,Yes
C00310,Male,0,33,Month-to-month,Fiber optic,Electronic check,Yes,No,No,68.35,2256.56,Boston,US-West,No
C00311,Male,0,15,One year,Fiber optic,Electronic check,No,Yes,No,64.24,959.79,Seattle,US-West,No
C00312,Female,0,5,Month-to-month,Fiber optic,Electronic check,No,No,Yes,77.87,401.15,Orlando,US-East,Yes
C00313,Male,0,24,Month-to-month,Fiber optic,Electronic check,No,No,Yes,68.26,1626.95,Seattle,US-South,Yes
C00314,Female,0,17,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,68.92,1163.95,Miami,US-West,Yes
C00315,Male,0,20,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,75.62,1514.74,Seattle,US-West,No
C00316,Male,0,11,Month-to-month,DSL,Electronic check,No,No,No,44.54,479.14,Boston,US-South,No
C00317,Male,0,17,One year,Fiber optic,Electronic check,No,No,No,62.34,1077.38,Orlando,US-South,Yes
C00318,Female,0,19,Two year,Fiber optic,Electronic check,No,Yes,Yes,70.49,1359.02,Orlando,US-North,No
C00319,Female,0,14,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,64.7,892.16,Phoenix,US-North,Yes
C00320,Female,0,41,Month-to-month,Fiber optic,Electronic check,No,Yes,No,64.44,2641.36,Boston,US-West,Yes
C00321,Female,0,20,Month-to-month,DSL,Electronic check,No,Yes,No,52.38,1057.69,Miami,US-West,Yes
C00322,Male,1,11,One year,Fiber optic,Credit card,Yes,No,No,70.1,757.53,Denver,US-East,No
C00323,Male,0,28,Month-to-month,Fiber optic,Electronic check,No,No,Yes,77.8,2184.01,Austin,US-West,No
C00324,Female,0,7,Two year,DSL,Electronic check,No,No,No,43.43,297.72,Austin,US-West,No
C00325,Male,0,1,One year,None,Credit card,No,No,No,24.51,39.19,Miami,US-South,Yes
C00326,Female,0,20,One year,DSL,Mailed check,No,Yes,No,51.01,1017.17,Phoenix,US-West,No
C00327,Female,0,28,Two year,Fiber optic,Credit card,No,No,Yes,78.12,2208.55,Denver,US-South,No
C00328,Female,0,27,One year,Fiber optic,Bank transfer,Yes,No,Yes,77.03,2080.35,Phoenix,US-South,No
C00329,Male,0,40,Two year,Fiber optic,Electronic check,No,No,No,65.97,2626.68,Miami,US-East,Yes
C00330,Male,0,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,73.24,75.26,Chicago,US-West,Yes
C00331,Female,0,12,Month-to-month,Fiber optic,Credit card,No,No,No,66.58,823.58,Seattle,US-South,No
C00332,Female,0,44,Two year,DSL,Mailed check,No,No,No,48.26,2109.5,Austin,US-South,Yes
C00333,Female,0,24,Month-to-month,DSL,Bank transfer,Yes,No,No,46.77,1124.61,Boston,US-South,No
C00334,Female,0,11,Month-to-month,DSL,Electronic check,No,No,No,43.58,507.43,Denver,US-South,No
C00335,Male,1,2,One year,Fiber optic,Mailed check,Yes,Yes,No,71.89,169.3,Chicago,US-South,No
C00336,Male,0,15,One year,DSL,Electronic check,No,Yes,Yes,52.62,797.4,Austin,US-East,No
C00337,Female,1,32,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,72.74,2345.15,Chicago,US-South,Yes
C00338,Female,0,40,Month-to-month,Fiber optic,Credit card,Yes,No,No,71.87,2884.97,Phoenix,US-North,Yes
C00339,Male,0,32,One year,Fiber optic,Electronic check,Yes,Yes,No,65.34,2083.17,Austin,US-South,Yes
C00340,Male,0,21,Month-to-month,Fiber optic,Electronic check,No,No,No,67.2,1408.67,Chicago,US-South,Yes
C00341,Male,0,14,Month-to-month,Fiber optic,Bank transfer,No,No,No,69.1,973.34,Miami,US-East,No
C00342,Female,0,31,One year,None,Electronic check,No,Yes,No,24.29,771.07,Denver,US-West,No
C00343,Female,0,6,Month-to-month,None,Credit card,No,Yes,Yes,32.87,218.24,Phoenix,US-North,Yes
C00344,Female,0,12,Month-to-month,DSL,Electronic check,No,No,No,47.25,566.97,Orlando,US-East,Yes
C00345,Female,0,41,One year,Fiber optic,Mailed check,Yes,No,No,66.15,2700.56,Denver,US-South,Yes
C00346,Female,0,30,Month-to-month,Fiber optic,Bank transfer,No,No,No,68.06,2068.29,Denver,US-North,Yes
C00347,Male,0,2,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,48.93,90.08,Phoenix,US-South,Yes
C00348,Male,0,22,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,77.43,1703.1,Chicago,US-South,Yes
C00349,Female,1,40,Month-to-month,Fiber optic,Electronic check,No,No,Yes,73.83,2968.83,Chicago,US-East,Yes
C00350,Female,0,21,Month-to-month,DSL,Bank transfer,No,Yes,Yes,56.65,1197.89,Boston,US-South,No
C00351,Male,0,38,Two year,DSL,Electronic check,No,Yes,Yes,55.29,2101.04,Denver,US-West,No
C00352,Female,0,13,Two year,Fiber optic,Bank transfer,No,Yes,No,65.59,866.58,Phoenix,US-South,No
C00353,Female,1,44,Month-to-month,DSL,Electronic check,No,Yes,No,45.23,1997.96,Miami,US-East,No
C00354,Male,0,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,76.03,90.22,Chicago,US-West,Yes
C00355,Male,0,20,Month-to-month,Fiber optic,Credit card,No,No,No,69.12,1379.89,Phoenix,US-North,No
C00356,Female,1,42,Month-to-month,DSL,Bank transfer,Yes,No,No,50.11,2131.81,Boston,US-South,Yes
C00357,Female,0,35,Month-to-month,DSL,Mailed check,Yes,No,No,49.91,1764.66,Denver,US-South,Yes
C00358,Male,0,24,One year,Fiber optic,Electronic check,No,Yes,No,64.46,1543.72,Denver,US-West,Yes
C00359,Male,0,1,Month-to-month,Fiber optic,Mailed check,No,No,No,64.55,70.4,Seattle,US-West,No
C00360,Male,0,17,Month-to-month,Fiber optic,Mailed check,No,No,No,72.27,1238.93,Chicago,US-West,Yes
C00361,Male,0,31,Month-to-month,None,Credit card,Yes,Yes,No,18.96,607.43,Chicago,US-East,Yes
C00362,Female,0,28,Month-to-month,DSL,Mailed check,No,No,No,44.18,1265.16,Denver,US-West,No
C00363,Male,0,12,Month-to-month,None,Electronic check,Yes,No,Yes,28.58,333.28,Austin,US-West,No
C00364,Male,1,52,One year,DSL,Electronic check,Yes,Yes,No,45.44,2373.46,Boston,US-West,Yes
C00365,Male,0,24,One year,Fiber optic,Mailed check,Yes,No,No,65.56,1601.93,Miami,US-East,No
C00366,Female,0,29,One year,Fiber optic,Electronic check,No,No,No,72.93,2144.68,Boston,US-South,No
C00367,Female,0,11,Two year,Fiber optic,Electronic check,Yes,Yes,No,70.81,771.11,Austin,US-North,No
C00368,Female,0,18,One year,DSL,Electronic check,Yes,No,Yes,57.85,1042.38,Chicago,US-North,No
C00369,Female,0,22,One year,DSL,Electronic check,No,No,No,43.99,955.91,Phoenix,US-East,Yes
C00370,Female,0,13,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,71.36,927.27,Boston,US-South,No
C00371,Male,0,41,One year,DSL,Bank transfer,Yes,Yes,Yes,53.73,2221.59,Boston,US-South,No
C00372,Male,0,20,Month-to-month,DSL,Electronic check,No,Yes,Yes,52.38,1041.53,Orlando,US-West,Yes
C00373,Female,0,16,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,70.11,1118.6,Boston,US-North,No
C00374,Female,0,12,One year,Fiber optic,Bank transfer,Yes,No,No,67.21,797.88,Denver,US-East,No
C00375,Male,0,25,One year,DSL,Electronic check,No,Yes,No,49.95,1249.41,Phoenix,US-North,No
C00376,Female,0,21,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,77.98,1652.24,Austin,US-East,Yes
C00377,Female,0,23,Two year,Fiber optic,Electronic check,No,No,No,68.15,1594.5,Seattle,US-West,No
C00378,Male,0,28,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,73.53,2066.52,Denver,US-East,Yes
C00379,Female,0,24,One year,Fiber optic,Electronic check,No,No,Yes,71.19,1711.65,Orlando,US-North,No
C00380,Female,0,3,Month-to-month,Fiber optic,Electronic check,No,Yes,No,70.07,204.54,Boston,US-West,Yes
C00381,Female,0,21,Month-to-month,Fiber optic,Mailed check,No,No,No,70.85,1483.17,Austin,US-South,Yes
C00382,Female,0,26,Month-to-month,DSL,Electronic check,Yes,Yes,No,52.54,1364.03,Denver,US-South,Yes
C00383,Male,0,38,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,76.63,2919.86,Orlando,US-North,Yes
C00384,Female,1,28,Two year,None,Electronic check,Yes,No,No,18.25,510.45,Miami,US-South,Yes
C00385,Male,0,14,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,68.32,955.97,Phoenix,US-East,Yes
C00386,Female,0,7,Month-to-month,Fiber optic,Electronic check,No,No,Yes,78.85,547.77,Seattle,US-West,No
C00387,Male,0,42,One year,Fiber optic,Bank transfer,No,No,Yes,72.18,3026.81,Chicago,US-North,No
C00388,Male,0,27,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,73.08,1967.72,Austin,US-East,Yes
C00389,Male,0,8,Month-to-month,DSL,Credit card,No,Yes,No,47.43,381.17,Seattle,US-South,No
C00390,Female,0,27,Month-to-month,DSL,Credit card,Yes,Yes,No,46.06,1233.77,Phoenix,US-South,No
C00391,Female,0,27,Month-to-month,DSL,Electronic check,Yes,No,Yes,53.85,1455.18,Denver,US-North,Yes
C00392,Male,0,26,Month-to-month,DSL,Electronic check,Yes,No,No,49.43,1292.55,Seattle,US-South,No
C00393,Male,0,18,One year,Fiber optic,Credit card,Yes,No,Yes,74.06,1324.11,Austin,US-South,No
C00394,Female,0,13,One year,DSL,Credit card,No,No,Yes,52.87,709.67,Phoenix,US-North,No
C00395,Female,0,24,Two year,Fiber optic,Credit card,No,No,No,63.62,1548.17,Miami,US-East,Yes
C00396,Male,0,25,One year,DSL,Credit card,No,Yes,No,45.73,1129.42,Austin,US-East,No
C00397,Male,0,27,Month-to-month,Fiber optic,Mailed check,No,No,No,66.84,1825.49,Miami,US-East,Yes
C00398,Female,0,26,Month-to-month,None,Credit card,No,No,Yes,30.69,803.82,Chicago,US-South,No
C00399,Male,0,21,Month-to-month,DSL,Electronic check,Yes,Yes,No,46.05,974.99,Miami,US-West,No
C00400,Female,0,1,Month-to-month,DSL,Credit card,No,No,Yes,58.1,64.33,Seattle,US-South,Yes
C00401,Female,0,29,Month-to-month,Fiber optic,Electronic check,No,No,Yes,76.88,2253.77,Denver,US-South,Yes
C00402,Male,0,16,One year,DSL,Bank transfer,No,Yes,No,52.48,833.19,Boston,US-South,Yes
C00403,Male,0,14,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,64.12,911.74,Austin,US-East,Yes
C00404,Male,0,11,Two year,DSL,Electronic check,No,No,No,48.93,549.98,Denver,US-West,No
C00405,Female,0,33,Month-to-month,Fiber optic,Electronic check,No,No,Yes,74.3,2477.29,Seattle,US-East,Yes
C00406,Female,0,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,76.67,94.19,Seattle,US-East,Yes
C00407,Male,0,36,One year,None,Electronic check,Yes,No,No,27.24,983.3,Austin,US-North,No
C00408,Female,0,33,Month-to-month,DSL,Electronic check,No,No,No,44.32,1449.77,Seattle,US-East,Yes
C00409,Male,0,32,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,71.62,2296.37,Seattle,US-South,No
C00410,Female,0,14,One year,Fiber optic,Electronic check,No,No,Yes,69.41,986.91,Orlando,US-West,No
C00411,Male,0,21,Two year,Fiber optic,Bank transfer,No,Yes,Yes,73.51,1547.38,Chicago,US-West,Yes
C00412,Female,1,17,Month-to-month,Fiber optic,Electronic check,No,Yes,No,71.16,1212.41,Orlando,US-East,No
C00413,Male,0,19,Month-to-month,Fiber optic,Credit card,No,No,Yes,69.64,1320.44,Austin,US-East,No
C00414,Female,0,49,Month-to-month,DSL,Bank transfer,No,Yes,No,43.13,2134.38,Miami,US-North,Yes
C00415,Female,0,19,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,63.51,1228.64,Orlando,US-South,Yes
C00416,Female,0,22,Month-to-month,DSL,Electronic check,No,Yes,No,51.5,1122.52,Seattle,US-West,Yes
C00417,Female,0,19,Month-to-month,Fiber optic,Credit card,No,No,Yes,73.68,1400.24,Phoenix,US-West,Yes
C00418,Female,0,20,Month-to-month,DSL,Electronic check,No,No,No,52.38,1044.17,Seattle,US-South,No
C00419,Male,0,17,One year,Fiber optic,Electronic check,No,Yes,No,69.85,1176.77,Austin,US-South,No
C00420,Female,0,20,Month-to-month,Fiber optic,Mailed check,No,Yes,No,64.15,1298.0,Orlando,US-North,No
C00421,Female,0,33,Two year,DSL,Mailed check,No,No,Yes,56.17,1870.78,Phoenix,US-West,No
C00422,Female,0,49,Month-to-month,Fiber optic,Bank transfer,No,No,No,63.87,3121.64,Seattle,US-North,No
C00423,Female,1,15,Month-to-month,None,Bank transfer,No,Yes,Yes,25.27,405.4,Seattle,US-North,No
C00424,Female,0,20,One year,Fiber optic,Electronic check,No,Yes,Yes,68.27,1354.88,Austin,US-South,No
C00425,Female,0,33,Two year,DSL,Electronic check,No,Yes,No,50.91,1696.33,Boston,US-South,No
C00426,Female,0,19,Month-to-month,Fiber optic,Bank transfer,No,No,No,68.59,1329.7,Phoenix,US-East,No
C00427,Female,0,30,One year,None,Electronic check,Yes,Yes,No,21.94,664.22,Austin,US-South,No
C00428,Male,0,24,One year,DSL,Electronic check,Yes,No,Yes,58.44,1432.41,Miami,US-South,No
C00429,Male,0,33,Month-to-month,Fiber optic,Electronic check,No,Yes,No,70.58,2340.52,Orlando,US-North,Yes
C00430,Female,0,28,One year,Fiber optic,Electronic check,No,No,Yes,71.69,1992.86,Miami,US-North,Yes
C00431,Female,0,44,Month-to-month,DSL,Electronic check,No,Yes,No,42.72,1889.08,Chicago,US-East,Yes
C00432,Female,0,17,Month-to-month,Fiber optic,Credit card,Yes,No,No,70.44,1220.62,Boston,US-West,Yes
C00433,Male,0,29,Month-to-month,Fiber optic,Electronic check,No,No,Yes,73.97,2171.91,Miami,US-North,No
C00434,Female,1,16,One year,DSL,Electronic check,No,Yes,No,42.5,678.03,Denver,US-West,No
C00435,Male,0,22,Month-to-month,Fiber optic,Bank transfer,No,No,No,72.77,1620.58,Denver,US-East,No
C00436,Male,0,48,Two year,None,Electronic check,No,No,No,20.18,970.32,Chicago,US-East,No
C00437,Male,0,28,Month-to-month,None,Electronic check,No,Yes,Yes,26.34,754.05,Austin,US-North,No
C00438,Male,0,11,One year,Fiber optic,Mailed check,Yes,Yes,No,62.6,714.67,Denver,US-North,Yes
C00439,Female,1,27,One year,Fiber optic,Electronic check,No,Yes,No,68.65,1846.81,Phoenix,US-South,No
C00440,Male,0,27,Month-to-month,DSL,Electronic check,No,Yes,Yes,56.15,1542.45,Denver,US-North,No
C00441,Male,0,15,Month-to-month,None,Electronic check,No,Yes,Yes,27.99,407.22,Chicago,US-East,No
C00442,Male,0,26,Month-to-month,DSL,Electronic check,No,No,Yes,57.36,1515.81,Boston,US-West,Yes
C00443,Female,0,24,Month-to-month,DSL,Credit card,No,Yes,No,52.33,1261.15,Boston,US-West,No
C00444,Female,0,32,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,67.29,2155.49,Phoenix,US-North,No
C00445,Male,0,21,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,65.17,1392.77,Chicago,US-South,No
C00446,Male,1,17,One year,DSL,Electronic check,No,Yes,No,51.01,869.01,Seattle,US-North,No
C00447,Male,0,15,One year,DSL,Electronic check,No,Yes,Yes,52.56,799.34,Chicago,US-North,No
C00448,Female,0,26,Month-to-month,Fiber optic,Electronic check,No,No,No,69.27,1811.69,Seattle,US-North,No
C00449,Female,0,16,Month-to-month,None,Credit card,Yes,Yes,Yes,26.8,449.01,Seattle,US-North,No
C00450,Female,0,34,Month-to-month,DSL,Electronic check,Yes,No,No,46.18,1596.48,Orlando,US-West,No
C00451,Male,0,16,Month-to-month,Fiber optic,Electronic check,No,Yes,No,66.08,1086.58,Chicago,US-South,Yes
C00452,Male,0,33,Month-to-month,DSL,Electronic check,No,No,No,46.32,1538.84,Phoenix,US-West,Yes
C00453,Male,0,30,Month-to-month,DSL,Electronic check,No,No,No,49.91,1495.87,Seattle,US-West,Yes
C00454,Male,0,28,Month-to-month,DSL,Credit card,No,No,Yes,58.85,1633.25,Miami,US-North,No
C00455,Female,0,6,Month-to-month,Fiber optic,Mailed check,No,No,Yes,76.55,475.58,Denver,US-North,Yes
C00456,Male,0,28,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,71.26,2021.47,Denver,US-South,Yes
C00457,Female,0,36,Month-to-month,Fiber optic,Electronic check,No,Yes,No,72.32,2601.27,Phoenix,US-West,No
C00458,Male,0,35,Month-to-month,DSL,Bank transfer,Yes,Yes,No,49.12,1716.89,Orlando,US-South,No
C00459,Male,0,14,Month-to-month,Fiber optic,Electronic check,No,No,Yes,73.69,1053.61,Boston,US-West,Yes
C00460,Male,0,13,Month-to-month,Fiber optic,Mailed check,No,Yes,No,71.76,919.39,Seattle,US-South,No
C00461,Female,0,4,Month-to-month,DSL,Electronic check,No,Yes,No,42.45,167.14,Denver,US-South,Yes
C00462,Male,0,22,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,73.27,1632.28,Phoenix,US-East,Yes
C00463,Female,1,26,Two year,Fiber optic,Bank transfer,No,No,No,63.1,1668.73,Phoenix,US-West,Yes
C00464,Male,0,36,One year,Fiber optic,Mailed check,No,No,No,70.94,2552.39,Miami,US-South,No
C00465,Female,0,25,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,71.3,1769.47,Chicago,US-North,Yes
C00466,Female,0,32,Month-to-month,None,Electronic check,Yes,Yes,No,25.14,798.93,Orlando,US-South,Yes
C00467,Female,0,22,Month-to-month,Fiber optic,Mailed check,Yes,No,No,70.05,1528.0,Chicago,US-North,No
C00468,Male,0,21,Month-to-month,DSL,Electronic check,No,Yes,Yes,50.63,1068.92,Austin,US-South,No
C00469,Male,0,29,Month-to-month,Fiber optic,Electronic check,Yes,No,No,69.22,2031.79,Boston,US-West,Yes
C00470,Male,0,26,One year,Fiber optic,Electronic check,Yes,No,Yes,71.68,1889.39,Chicago,US-East,No
C00471,Male,0,21,One year,Fiber optic,Credit card,No,No,No,68.48,1445.31,Miami,US-South,No
C00472,Female,0,4,Month-to-month,Fiber optic,Credit card,No,Yes,No,66.09,293.09,Miami,US-West,Yes
C00473,Male,0,6,Month-to-month,Fiber optic,Electronic check,No,No,Yes,73.12,438.29,Seattle,US-South,Yes
C00474,Female,0,27,One year,DSL,Electronic check,No,Yes,No,51.5,1414.11,Chicago,US-South,Yes
C00475,Male,0,26,Month-to-month,DSL,Bank transfer,No,No,Yes,55.66,1432.51,Austin,US-South,No
C00476,Female,0,40,Month-to-month,Fiber optic,Electronic check,No,Yes,No,65.64,2653.11,Phoenix,US-East,No
C00477,Male,0,28,Month-to-month,DSL,Electronic check,No,Yes,No,47.89,1332.62,Orlando,US-West,No
C00478,Female,0,19,One year,Fiber optic,Bank transfer,Yes,No,No,66.88,1295.16,Denver,US-North,No
C00479,Female,0,10,One year,None,Electronic check,No,Yes,No,22.78,243.49,Orlando,US-South,No
C00480,Male,1,23,Month-to-month,DSL,Electronic check,No,Yes,Yes,51.7,1204.77,Miami,US-North,No
C00481,Male,0,21,One year,DSL,Electronic check,Yes,Yes,Yes,51.81,1108.59,Austin,US-East,No
C00482,Male,0,30,Month-to-month,DSL,Bank transfer,No,Yes,Yes,58.8,1782.9,Miami,US-West,Yes
C00483,Female,1,23,One year,DSL,Credit card,No,No,No,51.37,1193.75,Phoenix,US-West,No
C00484,Female,0,9,Month-to-month,None,Electronic check,No,Yes,Yes,27.8,277.08,Denver,US-West,Yes
C00485,Male,0,34,Month-to-month,Fiber optic,Credit card,Yes,No,No,68.38,2317.36,Austin,US-East,Yes
C00486,Female,0,12,Month-to-month,Fiber optic,Electronic check,No,No,No,72.62,879.23,Boston,US-South,Yes
C00487,Female,0,26,Month-to-month,Fiber optic,Electronic check,No,No,No,70.8,1829.75,Chicago,US-East,Yes
C00488,Male,0,27,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,69.98,1916.63,Orlando,US-West,Yes
C00489,Male,0,23,Month-to-month,Fiber optic,Electronic check,No,No,No,65.74,1511.47,Phoenix,US-East,Yes
C00490,Female,0,3,Month-to-month,DSL,Electronic check,No,No,No,43.52,118.72,Austin,US-South,No
